Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
Device: 0 | Name: b'NVIDIA A100-SXM4-40GB' | Mem used:33.84
