Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:8.72
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:22.86
